사업장명,도로명주소,지번주소,동,전화번호,업태구분명,영업상태명,인허가일자,업종,착한업소,사랑상품권,위생등급,행정처분,latitude,longitude,가격
얼땅쟈,"서울특별시 광진구 동일로18길 68, 2층 (자양동)",서울특별시 광진구 자양동 11-3 2층,자양동,02 4662188,정종/대포집/소주방,영업/정상,2016-02-22,일반음식점,미등록,불가능,,없음,37.5387923,127.0664326,12000
얼땅쟈,"서울특별시 광진구 동일로18길 68, 2층 (자양동)",서울특별시 광진구 자양동 11-3 2층,자양동,02 4662188,정종/대포집/소주방,영업/정상,2016-02-22,일반음식점,미등록,불가능,,없음,37.5387923,127.0664326,12000
쿠마이누,"서울특별시 광진구 자양로 278, 1층 103호 (구의동)",서울특별시 광진구 구의동 57-55 1층103호,구의동,,일식,영업/정상,2016-02-23,일반음식점,미등록,가능,,없음,37.5506566,127.091513,19500
안녕가비,"서울특별시 광진구 능동로53길 41, 1층 (중곡동)",서울특별시 광진구 중곡동 172-74번지 1층,중곡동,,기타,영업/정상,2016-02-25,일반음식점,미등록,가능,,있음,37.5669791,127.0822131,4075
집파스타,"서울특별시 광진구 광나루로56길 85, 9층 34호 (구의동)",서울특별시 광진구 구의동 546-4 9층 34호,구의동,,경양식,영업/정상,2016-03-03,일반음식점,미등록,가능,,있음,37.5356993,127.095765,8650
금하,"서울특별시 광진구 아차산로36길 5, 4층 (자양동)",서울특별시 광진구 자양동 227-336 4층,자양동,02 4048000,중국식,영업/정상,2016-03-09,일반음식점,미등록,불가능,,없음,37.5382901,127.0745698,13250
후타리,"서울특별시 광진구 동일로22길 32, 1층 (화양동)",서울특별시 광진구 화양동 49-4 1층,화양동,,정종/대포집/소주방,영업/정상,2016-03-15,일반음식점,미등록,가능,,없음,37.5420211,127.0660285,17000
건대우동집,"서울특별시 광진구 아차산로 201, 1층 (화양동)",서울특별시 광진구 화양동 49-11 1층,화양동,02 4650417,분식,영업/정상,2016-03-29,일반음식점,미등록,가능,,있음,37.5417904,127.0660431,6750
소바쿠,"서울특별시 광진구 천호대로 650, 1층 (능동)",서울특별시 광진구 능동 256-4번지 1층,능동,,일식,영업/정상,2016-04-27,일반음식점,미등록,가능,,있음,37.5527037,127.0887608,2750
요리왕,"서울특별시 광진구 긴고랑로13길 66, 1층 101호 (중곡동)",서울특별시 광진구 중곡동 166-21번지 1층101호,중곡동,,중국식,영업/정상,2016-05-17,일반음식점,미등록,불가능,,없음,37.5653035,127.0832747,7000
할머니손칼국수,"서울특별시 광진구 영화사로 8, 1층 (중곡동)",서울특별시 광진구 중곡동 79-7번지 1층,중곡동,,한식,영업/정상,2016-05-30,일반음식점,미등록,불가능,,없음,37.5581376,127.0881731,6250
맛깔식당,"서울특별시 광진구 긴고랑로29길 48, 1층 (중곡동)",서울특별시 광진구 중곡동 150-152번지 1층,중곡동,,한식,영업/정상,2016-08-18,일반음식점,미등록,불가능,,없음,37.5620779,127.086528,7125
넌부대난김밥,"서울특별시 광진구 광나루로 606, 1층 (구의동)",서울특별시 광진구 구의동 200-1 1층,구의동,263390282,한식,영업/정상,2016-08-29,일반음식점,미등록,가능,,있음,37.5413415,127.0951373,4375
우반장,"서울특별시 광진구 능동로 109, 1층 (화양동)",서울특별시 광진구 화양동 5-84 1층,화양동,,기타,영업/정상,2016-09-12,일반음식점,미등록,불가능,,없음,37.5408844,127.0707613,14750
모리본,"서울특별시 광진구 긴고랑로15길 6, 1층 (중곡동)",서울특별시 광진구 중곡동 39-64번지 1층,중곡동,260619321,일식,영업/정상,2016-09-21,일반음식점,미등록,가능,,없음,37.5622695,127.0832021,10250
이이요,"서울특별시 광진구 능동로32길 6, 1층 (능동)",서울특별시 광진구 능동 225-1 1층,능동,234372225,일식,영업/정상,2016-10-06,일반음식점,미등록,불가능,,없음,37.5552039,127.0789163,18750
현이자카야,"서울특별시 광진구 자양로43길 61, 1층 (중곡동)",서울특별시 광진구 중곡동 115-6 1층,중곡동,,호프/통닭,영업/정상,2016-10-07,일반음식점,미등록,가능,,없음,37.5532842,127.0898391,23250
조용한술집,"서울특별시 광진구 아차산로51길 61, 지하1층 (구의동)",서울특별시 광진구 구의동 251-8 지하1층,구의동,,한식,영업/정상,2016-10-24,일반음식점,미등록,불가능,,없음,37.5398121,127.0847391,17500
홍별감네,"서울특별시 광진구 긴고랑로 28, 1층 (중곡동)",서울특별시 광진구 중곡동 245-22번지 1층,중곡동,02 4669486,한식,영업/정상,2016-10-25,일반음식점,미등록,불가능,,없음,37.5631626,127.079259,21000
흥부왕족발,"서울특별시 광진구 면목로 114, 1층 (중곡동)",서울특별시 광진구 중곡동 241-1번지 1층,중곡동,,한식,영업/정상,2016-11-17,일반음식점,미등록,가능,,없음,37.5636385,127.0801832,15500
만복밥상,"서울특별시 광진구 광장로 75, 1층 (광장동)",서울특별시 광진구 광장동 272-19 1층,광장동,,한식,영업/정상,2016-03-18,일반음식점,미등록,불가능,,있음,37.5478499,127.1054429,7750
여기가좋겠네,"서울특별시 광진구 뚝섬로23길 34, 1층 (자양동)",서울특별시 광진구 자양동 553-155,자양동,204659498,분식,영업/정상,2016-08-08,일반음식점,미등록,불가능,,있음,37.5371229,127.0652327,10500
양평해장국,"서울특별시 광진구 아차산로 374, 1층 (자양동)",서울특별시 광진구 자양동 216-20 1층,자양동,,한식,영업/정상,2017-01-03,일반음식점,미등록,가능,,없음,37.5364168,127.0843098,16250
양평해장국,"서울특별시 광진구 아차산로 374, 1층 (자양동)",서울특별시 광진구 자양동 216-20 1층,자양동,,한식,영업/정상,2017-01-03,일반음식점,미등록,가능,,없음,37.5364168,127.0843098,16250
꼼박사,"서울특별시 광진구 아차산로 354, 1층 (자양동)",서울특별시 광진구 자양동 219-35번지 1층,자양동,,한식,영업/정상,2017-03-16,일반음식점,미등록,가능,,없음,37.5366244,127.0819516,37500
복바다김밥,"서울특별시 광진구 천호대로129길 56, 1층 101호 (구의동)",서울특별시 광진구 구의동 29-1 1층101호,구의동,,분식,영업/정상,2017-03-17,일반음식점,미등록,가능,,없음,37.5538117,127.0922917,4000
질서정연,"서울특별시 광진구 동일로24길 50, 1층 (화양동)",서울특별시 광진구 화양동 46-1 1층,화양동,,한식,영업/정상,2017-03-31,일반음식점,미등록,가능,,없음,37.5431897,127.0677832,11900
궁중식당,"서울특별시 광진구 아차산로70길 62, 지층 101호 (광장동)",서울특별시 광진구 광장동 484번지 지층101호,광장동,,한식,영업/정상,2017-04-07,일반음식점,미등록,불가능,,없음,37.5406205,127.0986045,5000
푸지메,"서울특별시 광진구 동일로10길 7, 1층 (자양동)",서울특별시 광진구 자양동 249-14 1층,자양동,,한식,영업/정상,2017-04-19,일반음식점,미등록,불가능,,없음,37.5388872,127.062793,16750
따뜻한밥상,"서울특별시 광진구 능동로 440, 1층 (중곡동)",서울특별시 광진구 중곡동 29-82 1층,중곡동,,한식,영업/정상,2017-04-21,일반음식점,미등록,불가능,,없음,37.5678432,127.0855828,13000
아차산막국수,"서울특별시 광진구 자양로 319, 1층 (구의동)",서울특별시 광진구 구의동 27-15번지 1층,구의동,,분식,영업/정상,2017-05-25,일반음식점,미등록,불가능,,없음,37.554008,127.0938192,9750
속리산흑염소,"서울특별시 광진구 용마산로4길 16, 1층 (중곡동)",서울특별시 광진구 중곡동 91-2번지 1층,중곡동,,한식,영업/정상,2017-06-02,일반음식점,미등록,가능,,없음,37.5563141,127.0890641,27500
중국성,"서울특별시 광진구 자양번영로3길 38, 1층 (자양동)",서울특별시 광진구 자양동 464-43번지 1층,자양동,,중국식,영업/정상,2017-06-12,일반음식점,미등록,가능,,없음,37.5321828,127.0732064,7500
능동샐러드,"서울특별시 광진구 능동로13길 10-7, 2층 (화양동)",서울특별시 광진구 화양동 3-61번지 2층,화양동,,기타,영업/정상,2017-06-22,일반음식점,미등록,불가능,,없음,37.543011,127.0713286,11000
굿데이호프,"서울특별시 광진구 뚝섬로 476-5, 1층 (자양동)",서울특별시 광진구 자양동 52-3번지 1층,자양동,,호프/통닭,영업/정상,2017-07-07,일반음식점,미등록,불가능,,없음,37.5364206,127.0628678,18250
카페원룸,"서울특별시 광진구 광나루로52길 88, 1층 (구의동)",서울특별시 광진구 구의동 210-53 1층,구의동,,기타,영업/정상,2017-07-11,일반음식점,미등록,가능,,없음,37.5393635,127.0912178,5950
언리미티드,"서울특별시 광진구 아차산로31길 23, 지하1층 (화양동)",서울특별시 광진구 화양동 9-80,화양동,,호프/통닭,영업/정상,2017-08-01,일반음식점,미등록,불가능,,없음,37.5421148,127.0696191,104500
갈비집본,"서울특별시 광진구 아차산로31길 23, 지상2층 (화양동)",서울특별시 광진구 화양동 9-80,화양동,,식육(숯불구이),영업/정상,2017-08-10,일반음식점,미등록,불가능,,있음,37.5421148,127.0696191,17500
고향반점,"서울특별시 광진구 동일로18길 101, 1층 (자양동)",서울특별시 광진구 자양동 5-12 1층,자양동,02 4983618,중국식,영업/정상,2017-08-23,일반음식점,미등록,불가능,,없음,37.5384779,127.0683609,20000
도깨비 대패,"서울특별시 광진구 자양로13길 16, 1층 (자양동)",서울특별시 광진구 자양동 626-1 1층,자양동,02  458 0111,분식,영업/정상,2017-08-29,일반음식점,미등록,가능,,없음,37.5355425,127.0830147,5650
감동국밥,"서울특별시 광진구 아차산로 411-1, 1층 (구의동)",서울특별시 광진구 구의동 243-23,구의동,,한식,영업/정상,2017-09-12,일반음식점,미등록,가능,,없음,37.5379166,127.088354,15125
솔티드,"서울특별시 광진구 능동로32길 5, 1층 (능동)",서울특별시 광진구 능동 221-5번지 1층,능동,,"외국음식전문점(인도,태국등)",영업/정상,2017-09-15,일반음식점,미등록,불가능,,없음,37.5553303,127.0790827,6500
와이왓,"서울특별시 광진구 군자로 35, 1층 (화양동)",서울특별시 광진구 화양동 16-1,화양동,232310264,분식,영업/정상,2017-09-26,일반음식점,미등록,불가능,,있음,37.546377,127.070146,19250
전봇대포장마차,"서울특별시 광진구 능동로36길 29, 1층 103호 (능동, 베아투스)",서울특별시 광진구 능동 222-7,능동,,정종/대포집/소주방,영업/정상,2017-09-27,일반음식점,미등록,가능,,없음,37.555996,127.0807958,22750
계화,"서울특별시 광진구 자양로43길 60, 1층 (중곡동)",서울특별시 광진구 중곡동 114-16 1층,중곡동,,한식,영업/정상,2017-09-29,일반음식점,미등록,가능,,없음,37.5532584,127.0901047,12250
횡성소머리국밥,"서울특별시 광진구 자양로 237-1, 1층 (구의동)",서울특별시 광진구 구의동 79-19 1층,구의동,,한식,영업/정상,2017-10-25,일반음식점,미등록,불가능,,있음,37.5480262,127.0882764,13250
한끼라면,"서울특별시 광진구 광나루로56길 85, 지하1층 A-25호 (구의동, 테크노마트)",서울특별시 광진구 구의동 546-4번지 테크노마트,구의동,,분식,영업/정상,2017-10-27,일반음식점,미등록,가능,,있음,37.5354852,127.0954867,5750
급속냉동삼겹살전문점,"서울특별시 광진구 긴고랑로 25, 1층 (중곡동)",서울특별시 광진구 중곡동 240-8 1층,중곡동,,한식,영업/정상,2017-12-21,일반음식점,미등록,불가능,,있음,37.563532,127.0793042,11250
강원도 이옥순 만두국,"서울특별시 광진구 면목로 189-1, 1층 (중곡동)",서울특별시 광진구 중곡동 210-5,중곡동,,한식,영업/정상,2017-06-01,일반음식점,미등록,불가능,,없음,37.5701623,127.083025,8000
미스사이공 세종대점,"서울특별시 광진구 능동로 209, 세종대학교 학생회관동 1층 (군자동)",서울특별시 광진구 군자동 98 세종대학교,군자동,,"외국음식전문점(인도,태국등)",영업/정상,2018-01-17,일반음식점,미등록,가능,,없음,37.5507345,127.0741314,9400
소담골,"서울특별시 광진구 자양로50길 8, 1층 (구의동)",서울특별시 광진구 구의동 48-24 1층,구의동,,한식,영업/정상,2018-02-06,일반음식점,미등록,가능,,없음,37.5518766,127.0927995,9000
리트커피,"서울특별시 광진구 광장로3길 15, 1층 (광장동)",서울특별시 광진구 광장동 258-8번지,광장동,,기타,영업/정상,2018-02-23,일반음식점,미등록,가능,,없음,37.5477439,127.1026509,3925
꿈꾸다917,"서울특별시 광진구 아차산로31길 15, 1~2층 (화양동)",서울특별시 광진구 화양동 9-17번지,화양동,,기타,영업/정상,2018-03-13,일반음식점,미등록,가능,,있음,37.5417966,127.0694427,4500
맛사랑 밥상,"서울특별시 광진구 뚝섬로 670, 1층 (자양동)",서울특별시 광진구 자양동 662-13 1층,자양동,,분식,영업/정상,2018-03-14,일반음식점,미등록,가능,,없음,37.5315966,127.0839381,8750
환심,"서울특별시 광진구 능동로13길 27, 지하1층 (화양동)",서울특별시 광진구 화양동 11-32,화양동,,경양식,영업/정상,2018-04-09,일반음식점,미등록,불가능,,없음,37.5431361,127.0705934,19000
광장수제갈비,"서울특별시 광진구 아차산로 612, 2층 201호 (광장동)",서울특별시 광진구 광장동 326-13,광장동,,한식,영업/정상,2018-04-11,일반음식점,미등록,가능,,없음,37.5473926,127.1067967,13250
카페콩,"서울특별시 광진구 능동로35길 40, 1층 (군자동)",서울특별시 광진구 군자동 472-3번지 1층,군자동,,경양식,영업/정상,2018-04-18,일반음식점,미등록,불가능,,없음,37.5574098,127.077003,3450
불스바베큐,"서울특별시 광진구 긴고랑로15길 14, 1층 (중곡동)",서울특별시 광진구 중곡동 39-1번지,중곡동,02457 4456,호프/통닭,영업/정상,2018-04-26,일반음식점,미등록,불가능,,없음,37.5625378,127.083361,19250
사사로운,"서울특별시 광진구 천호대로112길 48-4, 1층 (능동)",서울특별시 광진구 능동 208-1번지,능동,,경양식,영업/정상,2018-04-27,일반음식점,미등록,불가능,,있음,37.5542254,127.0803984,22250
송하두부마을,"서울특별시 광진구 용마산로 55, 1층 (중곡동)",서울특별시 광진구 중곡동 124-12,중곡동,,한식,영업/정상,2018-04-30,일반음식점,미등록,불가능,,없음,37.5585976,127.0874994,8250
시래마을,"서울특별시 광진구 아차산로 431, 상가3동 1층 104,105호 (구의동, 강변에스케이뷰)","서울특별시 광진구 구의동 667 강변에스케이뷰 상가3-104,105 ",구의동,,한식,영업/정상,2018-05-23,일반음식점,미등록,가능,,있음,37.5384765,127.0899725,40750
늘생각나는식당성원,"서울특별시 광진구 천호대로 666, 지하1층 B103호 (구의동)",서울특별시 광진구 구의동 76-1,구의동,,한식,영업/정상,2018-05-29,일반음식점,미등록,불가능,,없음,37.5513556,127.089346,6750
시장초밥,"서울특별시 광진구 아차산로34길 32, 1층 (자양동)",서울특별시 광진구 자양동 5-32,자양동,,한식,영업/정상,2018-06-12,일반음식점,미등록,가능,,없음,37.5387079,127.0689731,16000
미식광진 본관,"서울특별시 광진구 광나루로 584, 동서울빌딩 1층 (구의동)",서울특별시 광진구 구의동 202-4 동서울빌딩,구의동,02 4470909,한식,영업/정상,2018-06-15,일반음식점,미등록,가능,,없음,37.5392902,127.0924314,15500
카페플랜,"서울특별시 광진구 자양번영로2길 7, 1층(101호),2층 (자양동)","서울특별시 광진구 자양동 600-28 1층(101호),2층 ",자양동,,경양식,영업/정상,2018-06-21,일반음식점,미등록,불가능,,없음,37.5305363,127.0754285,4200
독도횟포장전문,"서울특별시 광진구 긴고랑로11길 11, 제일시장 1층 84호 (중곡동)",서울특별시 광진구 중곡동 229-5 제일시장,중곡동,02 4668736,횟집,영업/정상,2018-06-27,일반음식점,미등록,가능,,없음,37.5639179,127.0813137,35750
대리사쌀국수,"서울특별시 광진구 뚝섬로27길 48, 1층 (자양동)",서울특별시 광진구 자양동 851-20 1층,자양동,,분식,영업/정상,2018-06-29,일반음식점,미등록,불가능,,없음,37.5378991,127.0665254,9700
올래상회,"서울특별시 광진구 능동로38길 28, 1층 (중곡동)",서울특별시 광진구 중곡동 341-18번지 1층,중곡동,,한식,영업/정상,2018-06-29,일반음식점,미등록,가능,,없음,37.557216,127.0812371,9250
고서방,"서울특별시 광진구 아차산로29길 22, 1층 (화양동)",서울특별시 광진구 화양동 9-25 1층,화양동,,호프/통닭,영업/정상,2018-07-03,일반음식점,미등록,불가능,,없음,37.5417937,127.0686418,28250
봉봉드벵땅,"서울특별시 광진구 자양로35길 11, 정도빌딩 1층 (구의동)",서울특별시 광진구 구의동 80-22 정도빌딩,구의동,,기타,영업/정상,2018-07-27,일반음식점,미등록,가능,,없음,37.5470862,127.0865709,3650
뻐꾸기포차,"서울특별시 광진구 아차산로29길 24, 지층 (화양동)",서울특별시 광진구 화양동 9-36 지층,화양동,,한식,영업/정상,2018-09-05,일반음식점,미등록,불가능,,없음,37.5419135,127.0686854,21750
몽우,"서울특별시 광진구 면목로7길 13, 1층 (중곡동)",서울특별시 광진구 중곡동 631-11번지,중곡동,,한식,영업/정상,2018-09-05,일반음식점,미등록,불가능,,없음,37.5595305,127.076864,8500
삼보수제갈비,"서울특별시 광진구 능동로 366, 비버리캐슬 1층 101호 (중곡동)",서울특별시 광진구 중곡동 41-33 비버리캐슬,중곡동,,식육(숯불구이),영업/정상,2018-10-01,일반음식점,미등록,가능,,없음,37.5618612,127.0824382,21000
장강,"서울특별시 광진구 광나루로56길 85, 테크노-마트21 지하1층 A-014호 (구의동)",서울특별시 광진구 구의동 546-4 테크노-마트21,구의동,234240111,중국식,영업/정상,2018-10-29,일반음식점,미등록,가능,,있음,37.5354852,127.0954867,8000
로쿠준,"서울특별시 광진구 동일로60길 52, 1층 (군자동)",서울특별시 광진구 군자동 468-9,군자동,,일식,영업/정상,2018-10-31,일반음식점,미등록,불가능,,없음,37.5575339,127.0760518,24500
강변스파랜드,"서울특별시 광진구 구의강변로 45, 성진프라자 지층 (구의동)",서울특별시 광진구 구의동 593-15 성진프라자지층,구의동,,분식,영업/정상,2018-11-13,일반음식점,미등록,불가능,,없음,37.5355407,127.0955145,14000
강변스파랜드,"서울특별시 광진구 구의강변로 45, 성진프라자 지층 (구의동)",서울특별시 광진구 구의동 593-15 성진프라자지층,구의동,,분식,영업/정상,2018-11-13,일반음식점,미등록,불가능,,없음,37.5355407,127.0955145,14000
구의국시,"서울특별시 광진구 아차산로 395, 1층 102호 (구의동)",서울특별시 광진구 구의동 246-3번지 102호,구의동,,분식,영업/정상,2018-11-14,일반음식점,미등록,가능,,없음,37.5375471,127.0863769,6000
이츠민,"서울특별시 광진구 광나루로 532, 1층 5호 (구의동)",서울특별시 광진구 구의동 230-19,구의동,,일식,영업/정상,2018-11-15,일반음식점,미등록,불가능,,없음,37.5446924,127.0885089,21750
박과장의조은회사,"서울특별시 광진구 아차산로 345, 1층 125호 (자양동, 래미안프리미어팰리스)",서울특별시 광진구 자양동 859 래미안프리미어팰리스125호,자양동,,일식,영업/정상,2018-11-23,일반음식점,미등록,가능,,있음,37.5377677,127.08118,69250
산과바다,"서울특별시 광진구 자양로 322, 1층 (구의동)",서울특별시 광진구 구의동 26-16,구의동,,한식,영업/정상,2018-11-29,일반음식점,미등록,가능,,없음,37.5539211,127.0940767,48750
선장훅,"서울특별시 광진구 동일로24길 38-1, 1층 (화양동)",서울특별시 광진구 화양동 45-38 1층,화양동,,일식,영업/정상,2018-11-30,일반음식점,미등록,불가능,,없음,37.5433821,127.0672514,52925
정면,"서울특별시 광진구 능동로13길 88, 1층 (화양동)",서울특별시 광진구 화양동 32-17 1층,화양동,,한식,영업/정상,2018-12-04,일반음식점,미등록,가능,,있음,37.5455438,127.0686817,7500
화양슈퍼,"서울특별시 광진구 동일로22길 50, 1층 (화양동)",서울특별시 광진구 화양동 48-21,화양동,,정종/대포집/소주방,영업/정상,2018-12-06,일반음식점,미등록,불가능,,없음,37.5417028,127.0669643,5625
몬스터테이블,"서울특별시 광진구 답십리로 382, 1층 1호 (중곡동)",서울특별시 광진구 중곡동 561-2번지,중곡동,,경양식,영업/정상,2018-12-12,일반음식점,미등록,가능,,없음,37.5712922,127.0828721,17500
요마시,"서울특별시 광진구 천호대로102길 7, 1층 (군자동)",서울특별시 광진구 군자동 466-2번지 1층,군자동,,기타,영업/정상,2018-12-17,일반음식점,미등록,가능,,있음,37.5586115,127.074288,9500
닭발,서울특별시 광진구 긴고랑로22길 9 (중곡동),서울특별시 광진구 중곡동 46-21,중곡동,,분식,영업/정상,2018-12-20,일반음식점,미등록,불가능,,없음,37.5605698,127.0843422,20000
미식반점,"서울특별시 광진구 군자로 70, 동일흥업주식회사 나동 1층 107호 (군자동)",서울특별시 광진구 군자동 362-1 동일흥업주식회사,군자동,02  466 2020,중국식,영업/정상,2018-12-21,일반음식점,미등록,불가능,,없음,37.5493305,127.0709838,15500
더이퀼리브리엄커피,"서울특별시 광진구 아차산로30길 7, 3층 (자양동)",서울특별시 광진구 자양동 7-30,자양동,,기타,영업/정상,2018-11-26,일반음식점,미등록,불가능,,없음,37.540358,127.0678603,6375
밥향기,"서울특별시 광진구 자양로22길 15, 1층 (구의동)",서울특별시 광진구 구의동 251-49,구의동,,한식,영업/정상,2019-01-07,일반음식점,미등록,가능,,없음,37.5396653,127.0842565,9500
고을칼국수,"서울특별시 광진구 광나루로17길 14-5, 1층 (군자동)",서울특별시 광진구 군자동 371-4번지,군자동,,한식,영업/정상,2019-01-23,일반음식점,미등록,불가능,,없음,37.5484099,127.0727648,7750
풍년상회,"서울특별시 광진구 아차산로53길 53, 1층 (구의동)",서울특별시 광진구 구의동 257-15번지,구의동,,한식,영업/정상,2019-01-31,일반음식점,미등록,가능,,없음,37.539577,127.0856202,11500
한우짝갈비살,"서울특별시 광진구 자양로18길 73, 1층 (구의동)",서울특별시 광진구 구의동 242-56,구의동,,한식,영업/정상,2019-02-07,일반음식점,미등록,가능,,없음,37.538524,127.0875158,21250
서울초밥,"서울특별시 광진구 자양로18길 39, 1층 (구의동)",서울특별시 광진구 구의동 257-103 1층,구의동,002456 7753,일식,영업/정상,2019-02-12,일반음식점,미등록,가능,,없음,37.5380312,127.0857484,28750
카레시대,"서울특별시 광진구 아차산로41길 44, 서경빌딩 1층 (자양동)",서울특별시 광진구 자양동 225-37 서경빌딩,자양동,,한식,영업/정상,2019-02-13,일반음식점,미등록,가능,,있음,37.5386405,127.0774071,8500
구의동손칼국수,"서울특별시 광진구 자양로 154, 1층 101,102호 (구의동, 솔렌시아)","서울특별시 광진구 구의동 251-177번지 솔렌시아 101,102호 ",구의동,,분식,영업/정상,2019-02-25,일반음식점,미등록,가능,,없음,37.5412432,127.083953,8333
노유,"서울특별시 광진구 뚝섬로24길 16, 1층 (자양동)",서울특별시 광진구 자양동 52-171번지,자양동,,일식,영업/정상,2019-03-26,일반음식점,미등록,불가능,,없음,37.5357291,127.063353,7875
불다람쥐사카바,"서울특별시 광진구 자양번영로4길 18, 1층 (자양동)",서울특별시 광진구 자양동 599-2,자양동,,기타,영업/정상,2019-04-01,일반음식점,미등록,불가능,,없음,37.5313163,127.0763105,19000
태천면옥,"서울특별시 광진구 광장로 49, 1층 (광장동)",서울특별시 광진구 광장동 258-39 1층,광장동,,한식,영업/정상,2019-04-05,일반음식점,미등록,가능,,있음,37.5471087,127.1026688,11750
어멍네고기국수,"서울특별시 광진구 능동로13길 77, 1층 (화양동)",서울특별시 광진구 화양동 33-30번지 1층,화양동,,한식,영업/정상,2019-04-15,일반음식점,미등록,가능,,없음,37.5450216,127.0688092,7500
천수호프,"서울특별시 광진구 동일로18길 57, 창화빌딩 2층 (자양동)",서울특별시 광진구 자양동 10-19번지 창화빌딩,자양동,02 4631833,호프/통닭,영업/정상,2019-04-16,일반음식점,미등록,불가능,,없음,37.5391786,127.0660451,20250
구의역숯불집,"서울특별시 광진구 아차산로 390, 제일빌딩 1층 102호 (자양동)",서울특별시 광진구 자양동 216-2 제일빌딩102호,자양동,,식육(숯불구이),영업/정상,2019-04-26,일반음식점,미등록,가능,,있음,37.5368737,127.0861543,7750
아이야,"서울특별시 광진구 천호대로129길 69, 1층 101, 104호 (중곡동, 현대아트빌라)",서울특별시 광진구 중곡동 110-6번지 현대아트빌라,중곡동,,일식,영업/정상,2019-04-30,일반음식점,미등록,가능,,있음,37.5544694,127.0926215,13000
마우이,"서울특별시 광진구 영화사로 38, 1층 103호 (중곡동, 청기와월드타운)",서울특별시 광진구 중곡동 89-9번지 청기와월드타운 1층103호,중곡동,,기타,영업/정상,2019-05-21,일반음식점,미등록,불가능,,없음,37.5564541,127.0907622,12000
삼동심야식당 성수점,"서울특별시 광진구 동일로4길 31, 1층 (자양동)",서울특별시 광진구 자양동 52-218 1층,자양동,,경양식,영업/정상,2019-05-21,일반음식점,미등록,불가능,,있음,37.5361518,127.0627045,29750
대가숯불갈비,"서울특별시 광진구 자양번영로 71, 청아빌딩 1층 (자양동)",서울특별시 광진구 자양동 227-262 청아빌딩,자양동,50723648133,식육(숯불구이),영업/정상,2019-05-23,일반음식점,미등록,가능,,있음,37.5359292,127.0762108,23000
고기는 구이역,"서울특별시 광진구 아차산로 387, 일제빌딩 1층 102호 (구의동)",서울특별시 광진구 구의동 246-43 일제빌딩,구의동,02 4614300,일식,영업/정상,2019-06-12,일반음식점,미등록,불가능,,없음,37.537207,127.0857654,16000
트라타건국대점,"서울특별시 광진구 아차산로 297, 1층 (자양동)",서울특별시 광진구 자양동 226-6번지,자양동,,경양식,영업/정상,2019-06-13,일반음식점,미등록,가능,,있음,37.5385584,127.076234,16500
태하,"서울특별시 광진구 능동로 345, 제일빌딩 1층 101호 (중곡동)",서울특별시 광진구 중곡동 162-12 제일빌딩101호,중곡동,,경양식,영업/정상,2019-06-14,일반음식점,미등록,불가능,,없음,37.5603367,127.080966,38000
진미훠궈,"서울특별시 광진구 아차산로31길 9-1, 2층 (화양동)",서울특별시 광진구 화양동 9-19 2층,화양동,,한식,영업/정상,2019-07-02,일반음식점,미등록,불가능,,없음,37.5415752,127.0693215,13233
싸다유정상초밥,"서울특별시 광진구 자양로15길 90, 1층 (자양동)",서울특별시 광진구 자양동 612-32번지 1층,자양동,,일식,영업/정상,2019-07-11,일반음식점,미등록,가능,,없음,37.5348983,127.0788061,45000
선명,"서울특별시 광진구 동일로24길 60, 1층 (화양동)",서울특별시 광진구 화양동 47-41,화양동,,일식,영업/정상,2019-07-25,일반음식점,미등록,가능,,있음,37.542995,127.0683588,41000
카페 몽당,"서울특별시 광진구 광장로5길 24, 1층 (광장동)",서울특별시 광진구 광장동 350-4번지 1층,광장동,,기타,영업/정상,2019-07-26,일반음식점,미등록,불가능,,있음,37.5487865,127.1052136,4025
햇살담은생선구이,"서울특별시 광진구 자양로15길 105, 1층 (자양동)",서울특별시 광진구 자양동 613-22번지 1층,자양동,,한식,영업/정상,2019-07-31,일반음식점,미등록,불가능,,없음,37.5344525,127.0782356,8750
릴버거,"서울특별시 광진구 자양강변길 89, 1층 (자양동)",서울특별시 광진구 자양동 92-1 1층,자양동,,경양식,영업/정상,2019-08-09,일반음식점,미등록,불가능,,없음,37.5326842,127.0638822,10025
남원골민물매운탕,"서울특별시 광진구 면목로 182, 중앙빌딩 1층 (중곡동)",서울특별시 광진구 중곡동 198-1 중앙빌딩,중곡동,,한식,영업/정상,2019-08-14,일반음식점,미등록,불가능,,없음,37.5692308,127.0831536,26500
한뚝배기뼈해장국,"서울특별시 광진구 자양로 244, 1층 (구의동)",서울특별시 광진구 구의동 70-3번지,구의동,,한식,영업/정상,2019-08-16,일반음식점,미등록,가능,,없음,37.5481572,127.0890057,14000
조전네,"서울특별시 광진구 긴고랑로22길 23-6, 1층 (중곡동)",서울특별시 광진구 중곡동 51-14 1층,중곡동,,한식,영업/정상,2019-08-26,일반음식점,미등록,불가능,,없음,37.5598384,127.083955,17000
카페토크,"서울특별시 광진구 면목로 172, 1층 (중곡동)",서울특별시 광진구 중곡동 169-21번지,중곡동,,기타,영업/정상,2019-09-09,일반음식점,미등록,불가능,,없음,37.5684575,127.0828618,4650
