사업장명,도로명주소,지번주소,전화번호,업태구분명,영업상태명,인허가일자,좌표정보(X),좌표정보(Y),업종,착한업소,사랑상품권,위생등급,행정처분,latitude,longitude
유가네찜닭군자역점,"서울특별시 광진구 능동로36길 21, 2층 (능동)",서울특별시 광진구 능동 222-10 ,,한식,영업/정상,2024-09-30,207037.502733007,450426.159087336,일반음식점,미등록,불가능,,없음,37.5560809,127.080434
커피썸(coffeesome),"서울특별시 광진구 동일로4길 50-2, 1층 (자양동)",서울특별시 광진구 자양동 52-163 ,,한식,영업/정상,2024-09-30,205546.767203729,448164.792835746,일반음식점,미등록,불가능,,없음,37.5357163,127.0635459
제면소의하루 건대점,"서울특별시 광진구 능동로13길 69, 1층 (화양동)",서울특별시 광진구 화양동 33-40,,한식,영업/정상,2024-10-02,206036.545800463,449162.889650193,일반음식점,미등록,불가능,,있음,37.544706,127.0690955
언덕포차,"서울특별시 광진구 영화사로 96, 1층 (구의동)",서울특별시 광진구 구의동 20-17 ,,호프/통닭,영업/정상,2024-10-02,208456.336837849,450253.770646795,일반음식점,미등록,불가능,,없음,37.5545159,127.0964894
카페 홍당무,"서울특별시 광진구 긴고랑로31길 5, 1층 101호 (중곡동)",서울특별시 광진구 중곡동 56-16 ,,경양식,영업/정상,2024-10-04,207620.648296268,450861.799810074,일반음식점,미등록,불가능,,없음,37.5600014,127.0870381
파를린베리스PARLINBERIS,"서울특별시 광진구 자양로 319, 1층 101호 (구의동, 한가온 빌)",서울특별시 광진구 구의동 27-15 한가온 빌,,기타,영업/정상,2024-10-04,208220.443923429,450197.171166835,일반음식점,미등록,불가능,,없음,37.554008,127.0938192
춘리(CHUN LI),"서울특별시 광진구 구의강변로 95, 1층 103호 (구의동)",서울특별시 광진구 구의동 213-13 ,,중국식,영업/정상,2024-10-07,208217.029510224,448542.60345857,일반음식점,미등록,불가능,,없음,37.5391005,127.0937621
메가엠지씨커피 자양역점,"서울특별시 광진구 능동로 18, 1층 107호 (자양동)",서울특별시 광진구 자양동 855 ,,기타,영업/정상,2024-10-07,205945.98820137,447862.351973505,일반음식점,미등록,불가능,매우우수,없음,37.5329888,127.0680604
강창구찹쌀진순대 광장점,"서울특별시 광진구 아차산로 612, 1층 (광장동)",서울특별시 광진구 광장동 326-13 ,,한식,영업/정상,2024-10-07,209367.991933454,449464.138000765,일반음식점,미등록,불가능,,없음,37.54739259999999,127.1067967
민주컴퍼니,"서울특별시 광진구 천호대로102길 35, 1층 (군자동)",서울특별시 광진구 군자동 465-17 ,,한식,영업/정상,2024-10-07,206435.458867948,450578.861752813,일반음식점,미등록,불가능,,없음,37.5574611,127.0736218
하이유진,"서울특별시 광진구 천호대로102길 35, 1층 (군자동)",서울특별시 광진구 군자동 465-17 ,,한식,영업/정상,2024-10-07,206435.458867948,450578.861752813,일반음식점,미등록,불가능,,없음,37.5574611,127.0736218
유앤민,"서울특별시 광진구 천호대로102길 35, 1층 (군자동)",서울특별시 광진구 군자동 465-17 ,,한식,영업/정상,2024-10-07,206435.458867948,450578.861752813,일반음식점,미등록,불가능,,없음,37.5574611,127.0736218
뉴민스,"서울특별시 광진구 천호대로102길 35, 1층 (군자동)",서울특별시 광진구 군자동 465-17 ,,한식,영업/정상,2024-10-07,206435.458867948,450578.861752813,일반음식점,미등록,불가능,,없음,37.5574611,127.0736218
파게티(Paghetti),"서울특별시 광진구 천호대로116길 74, 디아크빌 1층 (능동)",서울특별시 광진구 능동 135-35 디아크빌 ,,한식,영업/정상,2024-10-10,207205.518592375,450005.227945023,일반음식점,미등록,불가능,,없음,37.5522871,127.0823314
아차성,"서울특별시 광진구 천호대로 581, 1층 (중곡동)",서울특별시 광진구 중곡동 140-19 ,,중국식,영업/정상,2024-10-11,207241.435285384,450449.566266458,일반음식점,미등록,가능,,없음,37.5562902,127.0827422
누이테이블,"서울특별시 광진구 아차산로26길 19, 1층 (자양동)",서울특별시 광진구 자양동 10-39 ,,경양식,영업/정상,2024-10-11,205763.633206421,448682.989792023,일반음식점,미등록,불가능,,없음,37.5403838,127.0660037
까사키친,"서울특별시 광진구 능동로 87, 건대입구역자이엘라 1층 111호 (자양동)",서울특별시 광진구 자양동 2-2 건대입구역자이엘라 ,070 75255193,한식,영업/정상,2024-10-14,206088.987159287,448543.338110957,일반음식점,미등록,불가능,,없음,37.5391118,127.0696162
프랑킨 숯불바베큐,"서울특별시 광진구 자양로32길 26, 1층 101호 (구의동)",서울특별시 광진구 구의동 235-1 ,,호프/통닭,영업/정상,2024-10-14,207575.201559435,449108.377935578,일반음식점,미등록,불가능,,없음,37.5442036,127.0865058
탕화쿵푸마라탕 건대입구점,"서울특별시 광진구 아차산로 244, 2층 제나 2호 (자양동)",서울특별시 광진구 자양동 1-1 ,,중국식,영업/정상,2024-10-15,206135.089385369,448605.479182886,일반음식점,미등록,불가능,매우우수,없음,37.5396831,127.070206
육회바른연어 강변테크노마트점,"서울특별시 광진구 광나루로56길 85, 테크노-마트21 9층 18호 (구의동)",서울특별시 광진구 구의동 546-4 테크노-마트21 ,,일식,영업/정상,2024-10-15,208394.416382167,448165.279999905,일반음식점,미등록,불가능,,없음,37.5354852,127.0954867
주노 불닭발,"서울특별시 광진구 뚝섬로30길 13, 1층 (자양동)",서울특별시 광진구 자양동 553-82 ,,한식,영업/정상,2024-10-15,205792.475092817,448138.006468848,일반음식점,미등록,불가능,,없음,37.5354734,127.0663257
일식우미,"서울특별시 광진구 아차산로 431, 1층 2-101호 (구의동, 강변에스케이뷰)",서울특별시 광진구 구의동 667 강변에스케이뷰 ,,일식,영업/정상,2024-10-16,207900.435296043,448492.625330318,일반음식점,미등록,불가능,,없음,37.5384765,127.0899725
김종구식맛치킨 군자동주민센터점,"서울특별시 광진구 면목로 17, 1층 102호 (군자동, 이연재)",서울특별시 광진구 군자동 48-14 이연재 ,02  20888818,호프/통닭,영업/정상,2024-10-16,206601.870862804,450383.782733783,일반음식점,미등록,불가능,,없음,37.5557023,127.0755034
묵당,"서울특별시 광진구 자양로28길 10, 1층 (구의동)",서울특별시 광진구 구의동 250-44 ,,일식,영업/정상,2024-10-16,207419.942060951,448893.156470366,일반음식점,미등록,불가능,,없음,37.5422657,127.0847468
공주보리밥,"서울특별시 광진구 능동로49길 19, 1층 (중곡동)",서울특별시 광진구 중곡동 221-24 ,,한식,영업/정상,2024-10-17,207196.182451638,451358.526879389,일반음식점,미등록,불가능,,없음,37.5644802,127.0822388
국닭중곡점,"서울특별시 광진구 영화사로 23, 1층 (중곡동)",서울특별시 광진구 중곡동 83-6 ,,한식,영업/정상,2024-10-17,207880.581133921,450579.10390474,일반음식점,미등록,불가능,,없음,37.5574521,127.089977
심양식당죽림,"서울특별시 광진구 면목로 114, 1층 (중곡동)",서울특별시 광진구 중곡동 241-1 ,,한식,영업/정상,2024-10-17,207014.648806874,451264.947959838,일반음식점,미등록,불가능,,없음,37.5636385,127.0801832
엄마반찬,"서울특별시 광진구 광장로 64-1, 1층 102호 (광장동)",서울특별시 광진구 광장동 288-16 ,,한식,영업/정상,2024-10-18,209151.409398085,449449.221354011,일반음식점,미등록,불가능,,없음,37.5472604,127.1043456
정성카츠 광진점,"서울특별시 광진구 뚝섬로 657, 1층 105호 (자양동)",서울특별시 광진구 자양동 661-30 ,,일식,영업/정상,2024-10-21,207234.422431922,447716.245280942,일반음식점,미등록,불가능,,없음,37.5316633,127.0826361
치토,서울특별시 광진구 뚝섬로26길 5 (자양동),서울특별시 광진구 자양동 45-45 ,,경양식,영업/정상,2024-10-21,205643.73282128,448207.316630327,일반음식점,미등록,불가능,,없음,37.5360988,127.0646434
히어로보드게임카페 어린이대공원점,"서울특별시 광진구 능동로19길 36, 5층 (화양동)",서울특별시 광진구 화양동 111-161 ,,호프/통닭,영업/정상,2024-10-22,206276.769586001,449466.360740139,일반음식점,미등록,불가능,,없음,37.5474387,127.0718164
엽전,서울특별시 광진구 자양로 322 (구의동),서울특별시 광진구 구의동 26-16 ,,한식,영업/정상,2024-10-22,208243.21302769,450187.546925062,일반음식점,미등록,불가능,,없음,37.5539211,127.0940767
사토규카츠건대본점,"서울특별시 광진구 아차산로29길 26, 2층 전체호 (화양동)",서울특별시 광진구 화양동 9-37 ,,일식,영업/정상,2024-10-23,206004.708983033,448862.856315929,일반음식점,미등록,불가능,,없음,37.5420029,127.0687328
할렐루야 피자,"서울특별시 광진구 군자로 152 (군자동, 농심상가주택)",서울특별시 광진구 군자동 68-13 농심상가주택 ,,경양식,영업/정상,2024-10-23,206647.605216519,450265.292300524,일반음식점,미등록,불가능,,없음,37.5546344,127.0760199
프레퍼스다이어트푸드어린이대공원점,"서울특별시 광진구 광나루로 390, 1층 (화양동)",서울특별시 광진구 화양동 206 ,,한식,영업/정상,2024-10-24,206376.250562824,449455.046135201,일반음식점,미등록,불가능,,없음,37.547336,127.072942
포케웨이타코웨이 건대점,"서울특별시 광진구 아차산로33길 63, 1층 (화양동)",서울특별시 광진구 화양동 12-30 ,,한식,영업/정상,2024-10-24,206203.335168204,448977.461867669,일반음식점,미등록,불가능,,없음,37.5430342,127.0709813
건대냉면 만두 국밥,"서울특별시 광진구 아차산로29길 69, 1층 (화양동)",서울특별시 광진구 화양동 34-2 ,,한식,영업/정상,2024-10-24,206067.582833847,449067.010020366,일반음식점,미등록,불가능,,없음,37.5438419,127.0694459
무이,"서울특별시 광진구 능동로19길 27, 3층 (화양동)",서울특별시 광진구 화양동 111-36 ,,일식,영업/정상,2024-10-24,206315.071255408,449431.053940615,일반음식점,미등록,불가능,,없음,37.5471203,127.0722495
지즐미육회관구의점,"서울특별시 광진구 아차산로 443, 금강테크노오피스텔 101호 (구의동)",서울특별시 광진구 구의동 219-17 금강테크노오피스텔 ,,한식,영업/정상,2024-10-25,208033.664807198,448526.818515125,일반음식점,미등록,불가능,,없음,37.5403663,127.0884747
구첩반찬,"서울특별시 광진구 긴고랑로11길 11, 제일시장 1층 7호 (중곡동)",서울특별시 광진구 중곡동 229-5 제일시장 ,,한식,영업/정상,2024-10-28,207114.498872176,451296.049443757,일반음식점,미등록,불가능,,없음,37.5639179,127.0813137
눈직(NUNJIG),"서울특별시 광진구 천호대로 606, DH타워 1층 (능동)",서울특별시 광진구 능동 246-5 DH타워 ,,"외국음식전문점(인도,태국등)",영업/정상,2024-10-30,207410.160349026,450280.915337452,일반음식점,미등록,불가능,,없음,37.5547694,127.08465
라화방 마라탕,"서울특별시 광진구 자양로 55, 101동 1층 107호 (자양동, 자양하늘채 베르)",서울특별시 광진구 자양동 862 자양하늘채 베르,,중국식,영업/정상,2024-10-30,,,일반음식점,미등록,불가능,,없음,37.531692,127.074516
대영사,"서울특별시 광진구 광나루로40길 34, 1층 (구의동)",서울특별시 광진구 구의동 231-9 ,02 4460027,일반세탁업,영업/정상,1987-06-30,207808.781349065,449012.4335548,세탁업,미등록,불가능,,없음,37.5433372,127.0891479
신진세탁,"서울특별시 광진구 자양로26길 59, 1층 103호 (구의동)",서울특별시 광진구 구의동 240-11 ,02 4535047,일반세탁업,영업/정상,1987-08-24,207639.954518313,448758.248472617,세탁업,미등록,불가능,,없음,37.5410484,127.0872349
동교사,서울특별시 광진구 자양로22길 58 (구의동),서울특별시 광진구 구의동 242-8 ,02 4536832,일반세탁업,영업/정상,1987-08-24,207578.831498635,448602.9244446,세탁업,미등록,불가능,,없음,37.5396495,127.0865417
백양사,서울특별시 광진구 자양로37길 8 (구의동),서울특별시 광진구 구의동 79-28 ,02 4578657,일반세탁업,영업/정상,1987-08-24,207682.478167419,449522.491067943,세탁업,미등록,불가능,,없음,37.5479338,127.087724
신일사,서울특별시 광진구 자양로38길 24 (구의동),서울특별시 광진구 구의동 65-45 ,02 4573560,일반세탁업,영업/정상,1987-06-30,207792.923530167,449397.252336428,세탁업,미등록,불가능,,없음,37.5468045,127.0889725
부흥사,서울특별시 광진구 구의로16길 43 (구의동),서울특별시 광진구 구의동 202-10 ,02 4563656,일반세탁업,영업/정상,1987-08-24,208133.499116308,449004.831125986,세탁업,미등록,불가능,,없음,37.5432659,127.0928221
한양사,서울특별시 광진구 자양로13가길 13 (자양동),서울특별시 광진구 자양동 622-23 ,0234374735,일반세탁업,영업/정상,1987-10-12,207107.281891101,448050.249363205,세탁업,미등록,불가능,,없음,37.5346736,127.0812009
백경사,"서울특별시 광진구 동일로18길 47, 1층 (자양동)",서울특별시 광진구 자양동 10-32번지 1층 ,02 4651704,일반세탁업,영업/정상,1987-10-24,205718.188258236,448571.161901212,세탁업,미등록,불가능,,없음,37.5393766,127.0654885
백조세탁,서울특별시 광진구 능동로3길 20 (자양동),서울특별시 광진구 자양동 74-10 ,02 4649925,일반세탁업,영업/정상,1987-10-24,205797.667889615,447941.591578839,세탁업,미등록,불가능,,없음,37.5337037,127.066383
중앙사,서울특별시 광진구 뚝섬로24길 30 (자양동),서울특별시 광진구 자양동 57-26 ,02 4977517,일반세탁업,영업/정상,1987-10-24,205506.293430143,448101.326133353,세탁업,미등록,불가능,,없음,37.5351446,127.0630875
설광사,서울특별시 광진구 능동로48길 24 (중곡동),서울특별시 광진구 중곡동 39-20 ,02 4533750,일반세탁업,영업/정상,1987-10-12,207347.381772642,451122.181791511,세탁업,미등록,불가능,,없음,37.5623496,127.0839479
제일사,서울특별시 광진구 자양로45길 89 (중곡동),서울특별시 광진구 중곡동 94-1 ,02 4579385,일반세탁업,영업/정상,1987-10-12,207863.050775274,450303.146215268,세탁업,미등록,불가능,,없음,37.5549659,127.0897756
백영세탁,서울특별시 광진구 능동로13길 91-1 (화양동),서울특별시 광진구 화양동 33-7번지 ,02 4688956,일반세탁업,영업/정상,1987-07-15,205962.588731018,449259.388420457,세탁업,미등록,불가능,,없음,37.5455759,127.0682595
남양사,서울특별시 광진구 면목로5길 24 (군자동),서울특별시 광진구 군자동 9-1 ,02 4648048,일반세탁업,영업/정상,1987-10-12,206533.671501349,450495.401445996,세탁업,미등록,불가능,,없음,37.5567084,127.0747326
백양사,"서울특별시 광진구 용마산로30길 6, 1층 (중곡동)",서울특별시 광진구 중곡동 297-7 ,0222018970,일반세탁업,영업/정상,1987-10-12,207572.461185752,451776.341514595,세탁업,미등록,불가능,,없음,37.5682417,127.0865021
미성사,서울특별시 광진구 광나루로38길 16 (구의동),서울특별시 광진구 구의동 232-1 ,02 4466448,일반세탁업,영업/정상,1987-08-24,207715.502683574,449089.530247687,세탁업,미등록,불가능,,없음,37.5440326,127.0880932
유림사,서울특별시 광진구 자양로26길 91-1 (구의동),서울특별시 광진구 구의동 222-55 ,02 4565165,일반세탁업,영업/정상,1987-06-30,207780.745752491,448694.701046467,세탁업,미등록,가능,,없음,37.5404747,127.0888273
유미세탁소,서울특별시 광진구 뚝섬로56길 47 (자양동),서울특별시 광진구 자양동 666-0 ,02 4470258,일반세탁업,영업/정상,1987-06-30,207254.877705621,447452.653781347,세탁업,미등록,불가능,,없음,37.5292882,127.0828649
신자양세탁소,서울특별시 광진구 뚝섬로46길 54 (자양동),서울특별시 광진구 자양동 599-35 ,02 4573861,일반세탁업,영업/정상,1987-10-12,206665.424122461,447575.749321414,세탁업,미등록,불가능,,없음,37.5304017,127.0761974
스마일세탁,서울특별시 광진구 자양로36길 18-1 (구의동),서울특별시 광진구 구의동 67-13 ,02 4525253,일반세탁업,영업/정상,1987-08-24,207686.066160572,449296.675607802,세탁업,미등록,불가능,,없음,37.5458992,127.0877622
백양세탁소,서울특별시 광진구 자양로22길 19 (구의동),서울특별시 광진구 구의동 251-48 ,02 4442616,일반세탁업,영업/정상,1987-06-30,207390.23467107,448605.612184862,세탁업,미등록,불가능,,없음,37.5396752,127.0844078
희망사,서울특별시 광진구 동일로78길 20 (중곡동),서울특별시 광진구 중곡동 684-9 ,02  467 5515,일반세탁업,영업/정상,1987-10-12,207043.81003331,451876.705275048,세탁업,미등록,불가능,,없음,37.5691501,127.0805192
우리 세탁소,"서울특별시 광진구 용마산로8가길 56, 지1층 비01호 (중곡동)",서울특별시 광진구 중곡동 150-320 지1층 비01호,0209162463,일반세탁업,영업/정상,1987-06-24,207756.832465585,451096.916761121,세탁업,미등록,불가능,,없음,37.5621186,127.0885819
일광세탁,서울특별시 광진구 구의강변로3길 19 (구의동),서울특별시 광진구 구의동 593-0 ,02 4463817,일반세탁업,영업/정상,1988-01-06,207977.736605733,448179.245434982,세탁업,미등록,불가능,,없음,37.5358288,127.0910507
한일사,서울특별시 광진구 자양번영로5길 7 (자양동),서울특별시 광진구 자양동 583-1 ,02 4472856,일반세탁업,영업/정상,1988-04-21,206551.047993498,447787.045241413,세탁업,미등록,불가능,,없음,37.53230629999999,127.0749053
가정사,서울특별시 광진구 천호대로129길 77 (중곡동),서울특별시 광진구 중곡동 109-6 ,02 4479287,일반세탁업,영업/정상,1988-05-25,208139.696143159,450274.809427627,세탁업,미등록,불가능,,없음,37.5547083,127.0929062
신백양사,"서울특별시 광진구 뚝섬로58길 23, 101호 (자양동)",서울특별시 광진구 자양동 678-6번지 101호,02 4442867,일반세탁업,영업/정상,1988-04-21,207428.999250506,447627.764185683,세탁업,미등록,불가능,,없음,37.5308645,127.0848366
여광사,서울특별시 광진구 군자로 105 (군자동),서울특별시 광진구 군자동 102-8번지 ,02 4663379,일반세탁업,영업/정상,1988-09-09,206248.624336518,450029.01480655,세탁업,미등록,불가능,,없음,37.5525083,127.0715026
한영사,서울특별시 광진구 용마산로28가길 1 (중곡동),서울특별시 광진구 중곡동 297-16 ,02 4463217,일반세탁업,영업/정상,1988-01-06,207605.20690855,451742.208612896,세탁업,미등록,불가능,,없음,37.5679339,127.0868724
백조세탁소,서울특별시 광진구 면목로 26 (군자동),서울특별시 광진구 군자동 49-1번지 ,02 4987233,일반세탁업,영업/정상,1988-09-09,206664.850963979,450464.599812858,세탁업,미등록,불가능,,없음,37.55643,127.0762169
대신사,서울특별시 광진구 뚝섬로36길 15 (자양동),서울특별시 광진구 자양동 553-36 ,02 4467753,일반세탁업,영업/정상,1988-10-21,206246.31058406,447945.167096399,세탁업,미등록,불가능,,없음,37.533733,127.0714588
보령사,서울특별시 광진구 긴고랑로9길 56 (중곡동),서울특별시 광진구 중곡동 220-19 ,02 4676907,일반세탁업,영업/정상,1988-02-04,207183.977501707,451504.504972399,세탁업,미등록,불가능,,없음,37.5657955,127.0821021
근화세탁소,서울특별시 광진구 뚝섬로36가길 32 (자양동),서울특별시 광진구 자양동 495-23 ,02 4472148,일반세탁업,영업/정상,1988-04-21,206292.322608452,447684.475773923,세탁업,미등록,불가능,,없음,37.5313839,127.0719773
대중사,서울특별시 광진구 구의로11길 20 (구의동),서울특별시 광진구 구의동 231-50 ,02 4443346,일반세탁업,영업/정상,1989-12-12,207817.316641254,449047.098897724,세탁업,미등록,불가능,,없음,37.5436494,127.0892448
한양사,서울특별시 광진구 긴고랑로 16-1 (중곡동),서울특별시 광진구 중곡동 247-5 ,02 4646725,일반세탁업,영업/정상,1989-01-19,206833.643952395,451255.13765425,세탁업,미등록,불가능,,없음,37.5635514,127.0781345
일광세탁소,서울특별시 광진구 자양로3길 34 (자양동),서울특별시 광진구 자양동 664-5 ,02 4475912,일반세탁업,영업/정상,1989-01-19,207396.524692353,447564.115309104,세탁업,미등록,가능,,없음,37.53029130000001,127.0844685
현대사,"서울특별시 광진구 아차산로70길 75, 광장현대아파트 B02호 (광장동)",서울특별시 광진구 광장동 554-7 광장현대아파트 ,02 4557045,일반세탁업,영업/정상,1989-04-07,208776.911786206,448611.307016281,세탁업,미등록,불가능,,없음,37.5397145,127.1000979
바이오세탁소,서울특별시 광진구 영화사로3가길 22 (중곡동),서울특별시 광진구 중곡동 100-4 ,02 4461798,일반세탁업,영업/정상,1989-10-23,208180.221903504,450579.761173608,세탁업,미등록,불가능,,없음,37.5574555,127.0933682
경일사,서울특별시 광진구 구의로4길 51 (구의동),서울특별시 광진구 구의동 207-40 ,02 4526480,일반세탁업,영업/정상,1990-12-27,208084.418564106,448735.372890065,세탁업,미등록,불가능,,없음,37.5408385,127.0922638
으뜸사,서울특별시 광진구 자양로19길 48 (자양동),서울특별시 광진구 자양동 770-34 ,02 4551937,일반세탁업,영업/정상,1990-11-16,207081.322269159,448443.87175379,세탁업,미등록,가능,,없음,37.5382203,127.080911
제일사,"서울특별시 광진구 군자로 31-1, 1층 (화양동)",서울특별시 광진구 화양동 16-90 ,02 4686336,일반세탁업,영업/정상,1990-05-15,206140.338398393,449311.946831784,세탁업,미등록,불가능,,없음,37.5460483,127.0702712
현대사,서울특별시 광진구 자양로4길 33 (자양동),서울특별시 광진구 자양동 685-36 ,02 4525878,일반세탁업,영업/정상,1990-12-01,207686.942948794,447782.307315404,세탁업,미등록,불가능,,없음,37.5322549,127.0877564
포천,"서울특별시 광진구 동일로10길 15, 1층 (자양동)",서울특별시 광진구 자양동 249-23 1층 ,02 4692394,일반세탁업,영업/정상,1992-08-12,205498.511213927,448488.890668894,세탁업,미등록,불가능,,없음,37.5386367,127.0630024
고려세탁,서울특별시 광진구 능동로3길 48 (자양동),서울특별시 광진구 자양동 57-95번지 ,02 4644752,일반세탁업,영업/정상,1992-10-30,205675.155790399,447985.884084335,세탁업,미등록,불가능,,없음,37.5341035,127.0649972
조광사,서울특별시 광진구 긴고랑로8길 60 (중곡동),서울특별시 광진구 중곡동 619-8번지 ,02 4663971,일반세탁업,영업/정상,1992-11-19,206787.211041676,450965.050201979,세탁업,미등록,불가능,,없음,37.5609381,127.0776063
건국,"서울특별시 광진구 군자로7길 25, 1층 (화양동)",서울특별시 광진구 화양동 16-54 ,02 4526397,일반세탁업,영업/정상,1992-06-22,206044.722904365,449271.239941684,세탁업,미등록,불가능,,없음,37.5456822,127.069189
백조사,"서울특별시 광진구 구의강변로 11, 1층 106호 (자양동, 한양아파트상가)",서울특별시 광진구 자양동 695 한양아파트상가 106호,02  457 7826,일반세탁업,영업/정상,1993-08-09,207973.806781794,447692.555249939,세탁업,미등록,불가능,,없음,37.53144380000001,127.091001
화이트,서울특별시 광진구 구의로12길 4 (구의동),서울특별시 광진구 구의동 227-20 ,02457 4939,일반세탁업,영업/정상,1993-10-13,207921.328930391,448969.597047578,세탁업,미등록,불가능,,없음,37.5429503,127.0904209
오복사,서울특별시 광진구 능동로5길 13 (자양동),서울특별시 광진구 자양동 553-482 ,02 4680796,일반세탁업,영업/정상,1993-09-20,205859.991714711,448261.448115536,세탁업,미등록,불가능,,없음,37.5365852,127.0670906
정우사,서울특별시 광진구 면목로7길 11 (중곡동),서울특별시 광진구 중곡동 630-1 ,02 4667828,일반세탁업,영업/정상,1993-08-24,206732.81569588,450802.174214795,세탁업,미등록,불가능,,없음,37.55947099999999,127.0769891
우리사,서울특별시 광진구 동일로34길 19 (군자동),서울특별시 광진구 군자동 346-13번지 ,02 4677993,일반세탁업,영업/정상,1993-05-13,206092.658796267,449739.627070447,세탁업,미등록,불가능,,없음,37.549902,127.0697352
태광세탁,서울특별시 광진구 천호대로136길 19 (구의동),서울특별시 광진구 구의동 60-13 ,02 4564287,일반세탁업,영업/정상,1993-09-06,207992.589107855,449586.852601971,세탁업,미등록,불가능,,없음,37.5485111,127.0912339
현대사,서울특별시 광진구 동일로70길 35 (중곡동),서울특별시 광진구 중곡동 233-67 ,0222012263,일반세탁업,영업/정상,1994-07-08,206886.145885498,451344.143801471,세탁업,미등록,불가능,,없음,37.564353,127.0787296
백광사,서울특별시 광진구 긴고랑로1길 51 (중곡동),서울특별시 광진구 중곡동 190-27 ,02 4668772,일반세탁업,영업/정상,1994-01-26,206855.675977018,451560.758047453,세탁업,미등록,불가능,,없음,37.5663048,127.0783866
명성,"서울특별시 광진구 군자로3길 23, 1층 (화양동)",서울특별시 광진구 화양동 12-52번지 1층 ,02 4977686,일반세탁업,영업/정상,1994-09-09,206134.468765209,449112.930580212,세탁업,미등록,불가능,,없음,37.54425519999999,127.0702032
동네빨래방,서울특별시 광진구 자양로15길 109-1 (자양동),서울특별시 광진구 자양동 613-23 ,02 4470097,일반세탁업,영업/정상,1994-07-25,206837.282410634,448007.74742249,세탁업,미등록,가능,,없음,37.5342927,127.0781457
우성세탁소,"서울특별시 광진구 능동로1길 19 (자양동, 우성아파트상가동)",서울특별시 광진구 자양동 87-1 ,02 4691081,일반세탁업,영업/정상,1994-09-06,205739.363848673,447816.092415043,세탁업,미등록,가능,,없음,37.5325733,127.0657223
으뜸사,서울특별시 광진구 아차산로51길 74 (구의동),서울특별시 광진구 구의동 248-55 ,02 4461756,일반세탁업,영업/정상,1994-10-21,207452.372611628,448660.901124908,세탁업,미등록,가능,,없음,37.5401728,127.0851114
현대사,"서울특별시 광진구 뚝섬로37길 11, 110호 (자양동, 우성상가)",서울특별시 광진구 자양동 516-3 ,02 4536055,일반세탁업,영업/정상,1995-03-24,206265.844310085,448087.393600126,세탁업,미등록,불가능,,없음,37.5350143,127.0716811
늘푸른,"서울특별시 광진구 긴고랑로16길 57, 1층 (중곡동)",서울특별시 광진구 중곡동 48-14번지 1층 ,,일반세탁업,영업/정상,1995-05-25,207148.704575354,450804.447154051,세탁업,미등록,불가능,,없음,37.5594884,127.0816961
비젼세탁,서울특별시 광진구 긴고랑로29길 39 (중곡동),서울특별시 광진구 중곡동 150-154번지 ,0234363272,일반세탁업,영업/정상,1995-11-17,207562.203309835,451046.905944857,세탁업,미등록,가능,,없음,37.5616697,127.0863785
명동세탁,서울특별시 광진구 영화사로 73 (구의동),서울특별시 광진구 구의동 16-9번지 ,02 4534586,일반세탁업,영업/정상,1996-01-09,208251.812427266,450266.191476582,세탁업,미등록,불가능,,없음,37.5546296,127.0941749
청구세탁소,"서울특별시 광진구 아차산로 499, 205호 (광장동, 청구아파트 상가)",서울특별시 광진구 광장동 566번지 상가 205호 ,0234361415,일반세탁업,영업/정상,1996-01-17,208440.29098555,448916.291657914,세탁업,미등록,가능,,없음,37.5424654,127.0962926
자양세탁소,"서울특별시 광진구 자양번영로6길 39, 1층 (자양동)",서울특별시 광진구 자양동 607-38 ,02 4540664,일반세탁업,영업/정상,1996-03-26,206801.4546011,447757.455652308,세탁업,미등록,불가능,,없음,37.5320378,127.0777381
명성세탁소,서울특별시 광진구 군자로10길 30 (군자동),서울특별시 광진구 군자동 369-9번지 ,0234093942,일반세탁업,영업/정상,1996-04-04,206319.665779649,449643.636698249,세탁업,미등록,가능,,없음,37.5490356,127.0723033
알프스세탁소,"서울특별시 광진구 아차산로61길 33, 1층 (구의동)",서울특별시 광진구 구의동 210-25 ,02 4541531,일반세탁업,영업/정상,1996-07-31,208017.110713756,448675.071914485,세탁업,미등록,불가능,,없음,37.5402958,127.0915016
워커힐크리닝,"서울특별시 광진구 아차산로 635, 317호 (광장동, 워커힐아파트상가 )",서울특별시 광진구 광장동 145-8 워커힐아파트상가 317호 ,02 4542225,일반세탁업,영업/정상,1996-11-06,209345.941766315,449811.718207794,세탁업,미등록,불가능,,없음,37.55052450000001,127.1065516
화이트세탁소,서울특별시 광진구 천호대로132길 18 (구의동),서울특별시 광진구 구의동 77-1 ,02 4440409,일반세탁업,영업/정상,1997-09-05,207827.166375357,449755.826611877,세탁업,미등록,불가능,,없음,37.550035,127.0893638
국제사세탁소,서울특별시 광진구 아차산로25길 17 (화양동),서울특별시 광진구 화양동 45-65번지 ,02 4610768,일반세탁업,영업/정상,1998-01-22,205829.762211823,448888.106502274,세탁업,미등록,불가능,,없음,37.5422315,127.0667535
동현세탁소,서울특별시 광진구 뚝섬로52라길 65 (자양동),서울특별시 광진구 자양동 650-34 ,02 4586268,일반세탁업,영업/정상,1998-05-19,207192.727146049,447464.440447288,세탁업,미등록,불가능,,없음,37.5293949,127.082162
